"restaurant_name","cuisine_type","cost_of_the_order","rating","day_of_wk","customer_num_order","rst_num_order","customer_region","complete_time","rst_num_order_binned","Cluster"
"Blue Ribbon Fried Chicken","American",21.34,3.5,"Sat",8,96,"West Side",49,"High","cluster_0"
"The Meatball Shop","American",31.43,3.7,"Sun",3,132,"West Side",41,"Very High","cluster_3"
"Sushi of Gari 46","Japanese",9.22,3,"Sun",2,37,"Midtown",60,"Mid","cluster_1"
"Momoya","Japanese",9.55,3.1,"Sat",2,30,"Midtown",56,"Mid","cluster_1"
"The Smile","American",8.59,3.2,"Sat",4,18,"Midtown",61,"Low","cluster_1"
"Schnipper's Quality Kitchen","American",14.02,3.2,"Sat",1,3,"West Side",36,"Low","cluster_2"
"Joe's Shanghai _Àü£¾÷´","Chinese",16.15,3.6,"Sun",1,4,"South Manhattan",53,"Low","cluster_1"
"RedFarm Broadway","Chinese",8.97,3.2,"Sun",1,59,"East Side",37,"Mid","cluster_2"
"TAO","Japanese",9.22,3.3,"Sat",2,49,"South Manhattan",51,"Mid","cluster_2"
"Nobu Next Door","Japanese",8.97,3.4,"Thu",1,42,"West Side",53,"Mid","cluster_1"
"Nobu Next Door","Japanese",14.12,3.2,"Sun",1,42,"West Side",49,"Mid","cluster_2"
"Shake Shack","American",19.35,3.6,"Sun",1,219,"South Manhattan",50,"Very High","cluster_3"
"Shake Shack","American",20.52,3.9,"Sat",2,219,"East Side",57,"Very High","cluster_3"
"Vanessa's Dumpling House","Chinese",18.43,3.7,"Sun",3,9,"West Side",62,"Low","cluster_1"
"Yama Japanese Restaurant","Japanese",9.27,3,"Sun",1,18,"Upper Manhattan",52,"Low","cluster_2"
"Parm","Italian",12.47,3.4,"Sun",1,68,"South Manhattan",46,"High","cluster_2"
"Chipotle Mexican Grill $1.99 Delivery","Mexican",29.15,3.5,"Fri",1,23,"South Manhattan",45,"Mid","cluster_3"
"Shake Shack","American",12.18,2.9,"Sun",8,219,"West Side",39,"Very High","cluster_0"
"Westville Hudson","American",9.51,3.3,"Sat",2,15,"West Side",55,"Low","cluster_1"
"Otto Enoteca Pizzeria","Italian",12.18,3.4,"Sat",1,12,"West Side",41,"Low","cluster_2"
"Jack's Wife Freda","Mediterranean",12.13,3.5,"Sun",2,25,"Upper Manhattan",56,"Mid","cluster_1"
"Shake Shack","American",6.79,3.3,"Sun",1,219,"West Side",65,"Very High","cluster_1"
"Blue Ribbon Fried Chicken","American",12.08,3.3,"Sat",2,96,"South Manhattan",42,"High","cluster_2"
"RedFarm Hudson","Chinese",13.92,3.3,"Sun",3,55,"Upper Manhattan",52,"Mid","cluster_1"
"The Meatball Shop","Italian",6.84,3.3,"Sun",2,132,"East Side",43,"Very High","cluster_2"
"Grand Sichuan International","Chinese",25.27,3.8,"Fri",1,4,"West Side",65,"Low","cluster_3"
"Nobu Next Door","Japanese",9.17,2.6,"Sun",6,42,"Midtown",39,"Mid","cluster_2"
"Shake Shack","American",24.3,3.8,"Fri",1,219,"South Manhattan",63,"Very High","cluster_3"
"Shake Shack","American",16.2,3.8,"Thu",1,219,"West Side",57,"Very High","cluster_1"
"Tres Carnes","Mexican",20.13,3.6,"Sun",1,3,"East Side",53,"Low","cluster_3"
"Bareburger","American",19.35,4,"Tue",2,27,"Upper Manhattan",60,"Mid","cluster_1"
"Vanessa's Dumplings","Chinese",14.02,3.5,"Sat",1,13,"West Side",46,"Low","cluster_2"
"Shake Shack","American",22.36,4.2,"Tue",1,219,"West Side",58,"Very High","cluster_3"
"Big Daddy's","American",12.08,2.9,"Sun",1,2,"Midtown",38,"Low","cluster_2"
"Shake Shack","American",12.18,2.8,"Mon",3,219,"Upper Manhattan",53,"Very High","cluster_2"
"Sarabeth's Restaurant","American",12.27,3.4,"Sat",3,7,"South Manhattan",48,"Low","cluster_2"
"Sushi of Gari Tribeca","Japanese",31.33,4.3,"Tue",7,24,"West Side",60,"Mid","cluster_3"
"J. G. Melon","American",6.06,3.3,"Tue",1,15,"Midtown",51,"Low","cluster_2"
"Parm","Italian",15.77,3.5,"Sat",1,68,"Upper Manhattan",45,"High","cluster_2"
"Cafe Mogador","Middle Eastern",29.05,4.4,"Sat",1,18,"South Manhattan",57,"Low","cluster_3"
"RedFarm Hudson","Chinese",15.96,3.3,"Sat",3,55,"Upper Manhattan",39,"Mid","cluster_2"
"Shake Shack","American",5.72,3.1,"Sat",2,219,"Upper Manhattan",51,"Very High","cluster_2"
"Jack's Wife Freda","Mediterranean",5.67,3.9,"Tue",4,25,"South Manhattan",53,"Mid","cluster_1"
"Byblos Restaurant","Middle Eastern",24.2,3.7,"Sun",2,2,"Midtown",52,"Low","cluster_3"
"Pinto Nouveau Thai Bistro","Thai",11.79,3.8,"Sun",1,4,"East Side",48,"Low","cluster_2"
"Cafe Habana","Mexican",8.73,3.4,"Thu",1,16,"West Side",55,"Low","cluster_1"
"RedFarm Broadway","Chinese",21.93,3.8,"Sat",1,59,"South Manhattan",44,"Mid","cluster_3"
"The Meatball Shop","American",24.2,3.7,"Sat",1,132,"Upper Manhattan",51,"Very High","cluster_3"
"J. G. Melon","American",22.26,3.7,"Sat",3,15,"South Manhattan",47,"Low","cluster_3"
"Blue Ribbon Sushi","Japanese",14.5,3.6,"Tue",2,119,"Midtown",58,"High","cluster_1"
"Blue Ribbon Fried Chicken","American",12.23,3.4,"Sat",3,96,"West Side",54,"High","cluster_1"
"Shake Shack","American",20.57,3.4,"Sun",1,219,"West Side",43,"Very High","cluster_2"
"TAO","Japanese",16.05,3.2,"Sun",1,49,"West Side",43,"Mid","cluster_2"
"Parm","Italian",25.27,3.8,"Sun",2,68,"South Manhattan",44,"High","cluster_3"
"Sushi of Gari 46","Japanese",7.38,3.1,"Sun",2,37,"West Side",57,"Mid","cluster_1"
"Blue Ribbon Sushi","Japanese",13.78,3.4,"Sun",1,119,"South Manhattan",55,"High","cluster_1"
"Bareburger","American",22.85,3.3,"Mon",1,27,"West Side",51,"Mid","cluster_3"
"Sushi of Gari 46","Japanese",12.13,3,"Sun",2,37,"Midtown",55,"Mid","cluster_1"
"RedFarm Broadway","Chinese",12.9,4.1,"Wed",2,59,"West Side",58,"Mid","cluster_1"
"Shake Shack","American",29.49,3.7,"Sat",1,219,"Midtown",44,"Very High","cluster_3"
"Shake Shack","American",15.76,3.3,"Sat",3,219,"Upper Manhattan",45,"Very High","cluster_2"
"Le Grainne Cafe","French",29.25,3.5,"Sun",5,2,"West Side",51,"Low","cluster_3"
"Han Dynasty","Chinese",5.82,3.4,"Sat",2,46,"South Manhattan",50,"Mid","cluster_2"
"Westville Hudson","American",21.88,3.4,"Sat",2,15,"West Side",35,"Low","cluster_2"
"Cafe Habana","Mexican",9.51,2.9,"Sun",2,16,"West Side",43,"Low","cluster_2"
"Vanessa's Dumplings","Chinese",15.09,3.5,"Sun",2,13,"South Manhattan",50,"Low","cluster_2"
"Osteria Morini","Italian",24.2,3.6,"Fri",3,14,"Upper Manhattan",56,"Low","cluster_3"
"Il Bambino","Italian",29.25,4.1,"Sat",1,1,"Midtown",63,"Low","cluster_3"
"Parm","Italian",16.44,3.8,"Sun",1,68,"East Side",55,"High","cluster_1"
"Blue Ribbon Sushi","Japanese",24.3,3.4,"Mon",1,119,"South Manhattan",54,"High","cluster_3"
"The Meatball Shop","Italian",6.06,3.2,"Sun",2,132,"South Manhattan",47,"Very High","cluster_2"
"Five Guys Burgers and Fries","American",12.18,3.1,"Sun",1,29,"West Side",40,"Mid","cluster_2"
"Parm","Italian",12.08,3.4,"Sun",2,68,"West Side",53,"High","cluster_1"
"Sushi of Gari Tribeca","Japanese",19.45,3.4,"Sat",1,24,"West Side",40,"Mid","cluster_2"
"The Meatball Shop","Italian",9.65,3.2,"Sun",1,132,"Upper Manhattan",45,"Very High","cluster_2"
"Shake Shack","American",19.74,4,"Thu",2,219,"West Side",67,"Very High","cluster_1"
"Kori Restaurant and Bar","Korean",12.18,3.1,"Thu",5,1,"Upper Manhattan",52,"Low","cluster_0"
"RedFarm Broadway","Chinese",14.55,3.2,"Sun",6,59,"Upper Manhattan",48,"Mid","cluster_0"
"J. G. Melon","American",6.07,3.4,"Tue",2,15,"Upper Manhattan",54,"Low","cluster_1"
"Sarabeth's Restaurant","American",15.91,3.1,"Mon",3,7,"South Manhattan",51,"Low","cluster_2"
"DespaÌ±a","Spanish",16.98,3,"Sat",2,2,"Upper Manhattan",42,"Low","cluster_2"
"Sushi of Gari 46","Japanese",25.22,3.9,"Sat",2,37,"West Side",60,"Mid","cluster_3"
"Yama Japanese Restaurant","Japanese",32.93,3.8,"Sun",2,18,"West Side",46,"Low","cluster_3"
"The Meatball Shop","Italian",12.08,3.4,"Fri",2,132,"South Manhattan",58,"Very High","cluster_1"
"12 Chairs","Middle Eastern",29.05,4.3,"Thu",7,4,"West Side",60,"Low","cluster_3"
"Rubirosa","Italian",24.3,4,"Sat",1,37,"Upper Manhattan",56,"Mid","cluster_3"
"Blue Ribbon Sushi","Japanese",18.04,3.5,"Sat",2,119,"Midtown",63,"High","cluster_1"
"Lamarca Pasta","Italian",9.22,3.4,"Sat",4,1,"East Side",42,"Low","cluster_2"
"L'Express","French",29.2,3.6,"Sun",3,6,"West Side",50,"Low","cluster_3"
"Mission Cantina","Mexican",29.15,3.8,"Sat",5,5,"West Side",57,"Low","cluster_3"
"RedFarm Broadway","Chinese",12.32,4,"Tue",2,59,"South Manhattan",57,"Mid","cluster_1"
"Chipotle Mexican Grill $1.99 Delivery","Mexican",19.35,3.6,"Sat",1,23,"East Side",47,"Mid","cluster_2"
"P.J. Clarke's","American",29.2,3.9,"Sun",1,15,"South Manhattan",52,"Low","cluster_3"
"Parm","Italian",13.68,3.5,"Sun",1,68,"West Side",54,"High","cluster_1"
"Empanada Mama (closed)","Mexican",11.88,3,"Sat",5,13,"Midtown",50,"Low","cluster_0"
"Parm","Italian",14.12,3.6,"Sun",2,68,"East Side",50,"High","cluster_2"
"Sushi of Gari 46","Japanese",16.06,3.6,"Sat",1,37,"South Manhattan",55,"Mid","cluster_1"
"Cho Dang Gol","Korean",14.02,2.8,"Sun",2,6,"Midtown",45,"Low","cluster_2"
"Blue Ribbon Fried Chicken","American",8.2,3.2,"Sun",2,96,"South Manhattan",51,"High","cluster_2"
"TAO","Japanese",24.25,3.9,"Sat",2,49,"South Manhattan",58,"Mid","cluster_3"
"Cafe Mogador","Middle Eastern",25.27,4.5,"Thu",1,18,"East Side",55,"Low","cluster_3"
"Blue Ribbon Brooklyn","American",5.97,2.6,"Mon",1,4,"Midtown",56,"Low","cluster_1"
"RedFarm Broadway","Chinese",22.36,3.7,"Sun",2,59,"West Side",51,"Mid","cluster_3"
"Empanada Mama (closed)","Mexican",24.3,4,"Tue",1,13,"West Side",49,"Low","cluster_3"
"Bareburger","American",12.13,3.3,"Sun",2,27,"West Side",58,"Mid","cluster_1"
"Nobu Next Door","Japanese",19.4,3.4,"Sun",1,42,"Upper Manhattan",57,"Mid","cluster_1"
"The Meatball Shop","Italian",12.23,3.5,"Sun",3,132,"West Side",57,"Very High","cluster_1"
"Rubirosa","Italian",8.54,3.4,"Sun",2,37,"West Side",62,"Mid","cluster_1"
"L'Express","French",24.2,2.9,"Mon",13,6,"South Manhattan",52,"Low","cluster_0"
"Parm","Italian",8.59,3.7,"Thu",2,68,"Upper Manhattan",65,"High","cluster_1"
"Rubirosa","Italian",31.67,3.7,"Sun",1,37,"Midtown",40,"Mid","cluster_3"
"Sushi of Gari 46","Japanese",24.3,3.7,"Sun",2,37,"South Manhattan",52,"Mid","cluster_3"
"Nobu Next Door","Japanese",29.05,3.7,"Sun",5,42,"Upper Manhattan",62,"Mid","cluster_3"
"Burger Joint","American",12.13,3.5,"Thu",5,12,"Midtown",64,"Low","cluster_1"
"Sarabeth's Restaurant","American",12.23,3.4,"Sat",4,7,"South Manhattan",50,"Low","cluster_2"
"Tamarind TriBeCa","Indian",16.44,3.5,"Sun",2,27,"Upper Manhattan",47,"Mid","cluster_2"
"The Meatball Shop","Italian",5.05,3.4,"Sat",1,132,"South Manhattan",48,"Very High","cluster_2"
"Shake Shack","American",22.75,3.4,"Fri",1,219,"West Side",48,"Very High","cluster_3"
"The Meatball Shop","Italian",16.98,4,"Sat",2,132,"South Manhattan",62,"Very High","cluster_1"
"Sushi of Gari 46","Japanese",12.13,3.3,"Sat",2,37,"West Side",47,"Mid","cluster_2"
"Blue Ribbon Sushi Izakaya","Japanese",12.08,3.3,"Sat",1,29,"West Side",50,"Mid","cluster_2"
"Olea","Mediterranean",12.23,3.6,"Sat",2,3,"Midtown",53,"Low","cluster_1"
"Boqueria","Spanish",29.05,3.4,"Sun",2,9,"West Side",48,"Low","cluster_3"
"Parm","Italian",8.68,3.3,"Sun",1,68,"East Side",39,"High","cluster_2"
"The Meatball Shop","Italian",29.2,4.1,"Sat",4,132,"West Side",52,"Very High","cluster_3"
"Shake Shack","American",24.2,3.8,"Sat",2,219,"South Manhattan",49,"Very High","cluster_3"
"The Meatball Shop","Italian",29.05,4.2,"Sat",2,132,"South Manhattan",51,"Very High","cluster_3"
"Rubirosa","Italian",9.17,3.3,"Sat",1,37,"Midtown",52,"Mid","cluster_1"
"Boqueria","Spanish",13,3.2,"Sun",1,9,"East Side",50,"Low","cluster_2"
"The Meatball Shop","Italian",11.69,3.7,"Sat",2,132,"East Side",51,"Very High","cluster_1"
"Blue Ribbon Fried Chicken","American",13,3,"Mon",1,96,"Upper Manhattan",62,"High","cluster_1"
"Lucky Strike","American",29.25,4,"Sat",1,1,"East Side",42,"Low","cluster_3"
"RedFarm Hudson","Chinese",7.03,2.9,"Mon",1,55,"Upper Manhattan",56,"Mid","cluster_1"
"Blue Ribbon Sushi","Japanese",16.11,3.3,"Sat",4,119,"West Side",48,"High","cluster_2"
"Han Dynasty","Chinese",14.8,3.9,"Thu",2,46,"East Side",48,"Mid","cluster_2"
"Blue Ribbon Sushi","Japanese",19.45,3.6,"Tue",5,119,"Midtown",49,"High","cluster_0"
"The Meatball Shop","Italian",8.83,3.5,"Thu",2,132,"Midtown",56,"Very High","cluster_1"
"Rubirosa","Italian",29.1,3.8,"Sun",2,37,"West Side",44,"Mid","cluster_3"
"Boqueria","Spanish",29.1,3.5,"Sun",3,9,"South Manhattan",47,"Low","cluster_3"
"Hatsuhana","Japanese",29.49,3.7,"Sun",2,6,"South Manhattan",45,"Low","cluster_3"
"Shake Shack","American",9.07,2.9,"Sun",1,219,"Upper Manhattan",40,"Very High","cluster_2"
"Carmine's","Italian",21.93,3.9,"Sat",2,3,"South Manhattan",48,"Low","cluster_3"
"Paul & Jimmy's","Italian",16.05,3.5,"Sat",1,1,"Midtown",48,"Low","cluster_2"
"The Loop","Japanese",16.98,3.5,"Sun",1,4,"South Manhattan",53,"Low","cluster_1"
"Shake Shack","American",12.13,3.3,"Fri",1,219,"South Manhattan",60,"Very High","cluster_1"
"The Smile","American",12.13,3.2,"Sat",4,18,"Midtown",53,"Low","cluster_1"
"TAO","Japanese",12.66,3.6,"Tue",1,49,"Midtown",58,"Mid","cluster_1"
"RedFarm Hudson","Chinese",21.34,3.5,"Sun",1,55,"West Side",40,"Mid","cluster_2"
"The Smile","American",14.94,3.4,"Sun",2,18,"South Manhattan",49,"Low","cluster_2"
"Jack's Wife Freda","Mediterranean",12.13,3.6,"Sat",2,25,"South Manhattan",40,"Mid","cluster_2"
"Blue Ribbon Fried Chicken","American",12.23,4.1,"Wed",1,96,"South Manhattan",59,"High","cluster_1"
"Shake Shack","American",29.1,4.2,"Tue",1,219,"Upper Manhattan",53,"Very High","cluster_3"
"Pinto Nouveau Thai Bistro","Thai",17.08,3.6,"Sat",3,4,"Midtown",39,"Low","cluster_2"
"Pylos","Mediterranean",14.02,4.1,"Tue",1,5,"Upper Manhattan",59,"Low","cluster_1"
"The Meatball Shop","American",14.5,3.3,"Sun",2,132,"South Manhattan",47,"Very High","cluster_2"
"TAO","Japanese",6.69,3.1,"Sun",2,49,"South Manhattan",50,"Mid","cluster_2"
"Vezzo Thin Crust Pizza","Italian",12.13,3.6,"Sun",1,5,"South Manhattan",60,"Low","cluster_1"
"TAO","Japanese",12.17,3.2,"Sat",3,49,"South Manhattan",38,"Mid","cluster_2"
"Tamarind TriBeCa","Indian",15.77,3.8,"Sun",1,27,"South Manhattan",54,"Mid","cluster_1"
"Momoya","Japanese",12.18,3,"Sun",2,30,"Midtown",51,"Mid","cluster_2"
"Balthazar Boulangerie","French",12.18,3.1,"Sat",2,10,"Upper Manhattan",53,"Low","cluster_1"
"The Meatball Shop","Italian",16.1,3.3,"Sun",1,132,"West Side",35,"Very High","cluster_2"
"Momoya","Japanese",9.41,2.8,"Sun",1,30,"Midtown",46,"Mid","cluster_2"
"The Meatball Shop","Italian",12.08,3.1,"Sun",2,132,"Midtown",46,"Very High","cluster_2"
"Blue Ribbon Sushi","Japanese",8.54,2.7,"Mon",4,119,"South Manhattan",48,"High","cluster_2"
"RedFarm Broadway","Chinese",24.25,3.5,"Mon",3,59,"South Manhattan",50,"Mid","cluster_3"
"The Meatball Shop","American",7.28,3.7,"Wed",2,132,"South Manhattan",49,"Very High","cluster_2"
"Shake Shack","American",6.01,3.3,"Thu",3,219,"West Side",53,"Very High","cluster_1"
"Olive Garden","Italian",16.1,4,"Wed",2,2,"Midtown",53,"Low","cluster_1"
"Dos Caminos","Mexican",11.59,3.3,"Sun",1,8,"South Manhattan",55,"Low","cluster_1"
"Lucky's Famous Burgers","American",5.77,3.1,"Sat",5,6,"East Side",41,"Low","cluster_2"
"Blue Ribbon Fried Chicken","American",6.79,3.1,"Sat",3,96,"Midtown",55,"High","cluster_1"
"Shake Shack","American",5.92,2.9,"Fri",3,219,"West Side",58,"Very High","cluster_1"
"Cho Dang Gol","Korean",5.77,2.7,"Sun",4,6,"East Side",38,"Low","cluster_2"
"Burger Joint","American",15.72,3.5,"Sun",1,12,"West Side",61,"Low","cluster_1"
"Empanada Mama (closed)","Mexican",31.38,3.4,"Sun",1,13,"Midtown",42,"Low","cluster_3"
"RedFarm Hudson","Chinese",19.35,3.9,"Sat",1,55,"South Manhattan",54,"Mid","cluster_3"
"V-Nam Cafe","Vietnamese",12.08,3.2,"Sun",3,4,"West Side",50,"Low","cluster_2"
"Nobu Next Door","Japanese",15.13,4,"Wed",2,42,"South Manhattan",51,"Mid","cluster_1"
"Shake Shack","American",29.25,3.6,"Sat",5,219,"Midtown",44,"Very High","cluster_3"
"Boqueria","Spanish",24.25,3.4,"Sun",1,9,"South Manhattan",46,"Low","cluster_3"
"Five Leaves","American",12.13,3,"Sat",2,4,"Midtown",38,"Low","cluster_2"
"Nobu Next Door","Japanese",12.23,3,"Mon",1,42,"West Side",60,"Mid","cluster_1"
"Blue Ribbon Sushi Bar & Grill","Japanese",15.81,3,"Sun",3,44,"Midtown",46,"Mid","cluster_2"
"Benihana","Japanese",5.77,2.7,"Sun",6,5,"West Side",44,"Low","cluster_0"
"The Meatball Shop","Italian",9.17,3.7,"Sat",4,132,"East Side",60,"Very High","cluster_1"
"Jack's Wife Freda","Mediterranean",12.47,3.6,"Sun",4,25,"South Manhattan",54,"Mid","cluster_1"
"Tamarind TriBeCa","Indian",25.22,4.2,"Sun",2,27,"East Side",56,"Mid","cluster_3"
"The Meatball Shop","Italian",33.03,4.1,"Sun",2,132,"South Manhattan",46,"Very High","cluster_3"
"RedFarm Hudson","Chinese",29.44,3.9,"Fri",3,55,"West Side",61,"Mid","cluster_3"
"Blue Ribbon Sushi Bar & Grill","Japanese",15.96,3.4,"Sun",2,44,"South Manhattan",51,"Mid","cluster_2"
"RedFarm Broadway","Chinese",12.13,3.3,"Sun",1,59,"South Manhattan",39,"Mid","cluster_2"
"RedFarm Hudson","Chinese",4.75,3.2,"Sat",2,55,"West Side",48,"Mid","cluster_2"
"Shake Shack","American",21.83,3.7,"Sun",1,219,"South Manhattan",51,"Very High","cluster_3"
"Bareburger","American",6.84,2.9,"Sun",1,27,"Upper Manhattan",46,"Mid","cluster_2"
"The Meatball Shop","Italian",6.74,3.5,"Sat",1,132,"West Side",55,"Very High","cluster_1"
"The Meatball Shop","Italian",16.54,3.4,"Mon",2,132,"South Manhattan",56,"Very High","cluster_1"
"RedFarm Hudson","Chinese",29.29,4.2,"Sat",1,55,"East Side",48,"Mid","cluster_3"
"Momoya","Japanese",12.23,3,"Mon",2,30,"South Manhattan",56,"Mid","cluster_1"
"Blue Ribbon Sushi","Japanese",17.08,3.2,"Fri",2,119,"Midtown",64,"High","cluster_1"
"Blue Ribbon Sushi","Japanese",12.13,3.4,"Sun",2,119,"South Manhattan",63,"High","cluster_1"
"S'MAC","American",12.61,3.9,"Wed",1,12,"Upper Manhattan",58,"Low","cluster_1"
"Rubirosa","Italian",24.2,4.3,"Sat",1,37,"East Side",61,"Mid","cluster_3"
"Burger Joint","American",7.81,3.3,"Sat",1,12,"Upper Manhattan",57,"Low","cluster_1"
"Boqueria","Spanish",22.85,3.4,"Sun",2,9,"West Side",58,"Low","cluster_3"
"Delicatessen","American",24.2,3.3,"Sun",7,5,"West Side",40,"Low","cluster_0"
"12 Chairs","Middle Eastern",14.12,3.6,"Sun",3,4,"West Side",58,"Low","cluster_1"
"Grand Sichuan International","Chinese",12.23,3.3,"Sun",3,4,"West Side",52,"Low","cluster_1"
"Bareburger","American",14.12,3.2,"Sun",2,27,"West Side",45,"Mid","cluster_2"
"Rubirosa","Italian",24.35,4.1,"Sat",1,37,"West Side",58,"Mid","cluster_3"
"Blue Ribbon Sushi Bar & Grill","Japanese",16.74,3.3,"Sun",2,44,"South Manhattan",42,"Mid","cluster_2"
"Blue Ribbon Sushi","Japanese",9.85,3,"Sun",2,119,"South Manhattan",39,"High","cluster_2"
"Sushi of Gari","Japanese",9.31,3.1,"Sun",1,16,"West Side",53,"Low","cluster_1"
"Shake Shack","American",17.03,3.6,"Sat",1,219,"South Manhattan",49,"Very High","cluster_2"
"Nobu Next Door","Japanese",12.08,3.1,"Sun",3,42,"South Manhattan",40,"Mid","cluster_2"
"Shake Shack","American",12.13,3.8,"Wed",1,219,"West Side",47,"Very High","cluster_2"
"Blue Ribbon Fried Chicken","American",8.39,2.9,"Sun",7,96,"South Manhattan",43,"High","cluster_0"
"Xi'an Famous Foods","Chinese",6.64,3,"Sun",1,9,"Midtown",54,"Low","cluster_1"
"The Meatball Shop","Italian",9.22,3.4,"Sun",2,132,"South Manhattan",49,"Very High","cluster_2"
"P.J. Clarke's","American",31.33,3.8,"Sun",5,15,"South Manhattan",45,"Low","cluster_3"
"Shake Shack","American",22.36,3.8,"Sat",2,219,"West Side",54,"Very High","cluster_3"
"Shake Shack","American",13.1,3.5,"Thu",2,219,"West Side",48,"Very High","cluster_2"
"Joe's Shanghai _Àü£¾÷´","Chinese",22.31,3.8,"Fri",1,4,"East Side",58,"Low","cluster_3"
"Waverly Diner","American",14.94,3.5,"Sat",2,7,"Upper Manhattan",56,"Low","cluster_1"
"Shake Shack","American",16.15,3.7,"Wed",1,219,"Midtown",46,"Very High","cluster_2"
"Blue Ribbon Fried Chicken","American",25.27,3.8,"Sat",1,96,"Upper Manhattan",57,"High","cluster_3"
"Friend of a Farmer","American",9.7,3.4,"Sun",1,3,"East Side",57,"Low","cluster_1"
"Chipotle Mexican Grill $1.99 Delivery","Mexican",29.1,3.7,"Fri",1,23,"East Side",50,"Mid","cluster_3"
"The Smile","American",9.17,3.1,"Fri",2,18,"South Manhattan",54,"Low","cluster_1"
"Vanessa's Dumplings","Chinese",9.51,3.5,"Sat",2,13,"South Manhattan",54,"Low","cluster_1"
"Momoya","Japanese",6.02,2.8,"Sun",4,30,"Upper Manhattan",48,"Mid","cluster_2"
"Blue Ribbon Fried Chicken","American",15.72,3.3,"Sat",4,96,"West Side",44,"High","cluster_2"
"Balthazar Boulangerie","French",21.25,3.1,"Sun",5,10,"Upper Manhattan",45,"Low","cluster_0"
"Chipotle Mexican Grill $1.99 Delivery","Mexican",29.1,3.5,"Sun",5,23,"Upper Manhattan",52,"Mid","cluster_3"
"Bareburger","American",24.2,3.6,"Sun",1,27,"Upper Manhattan",51,"Mid","cluster_3"
"Shake Shack","American",11.69,3.7,"Sat",2,219,"East Side",59,"Very High","cluster_1"
"Schnipper's Quality Kitchen","American",25.22,3.7,"Sat",1,3,"Midtown",51,"Low","cluster_3"
"RedFarm Broadway","Chinese",31.87,3.9,"Sat",2,59,"Midtown",45,"Mid","cluster_3"
"Blue Ribbon Sushi Izakaya","Japanese",9.22,2.8,"Sun",9,29,"South Manhattan",43,"Mid","cluster_0"
"Shake Shack","American",12.18,3.7,"Sat",1,219,"East Side",59,"Very High","cluster_1"
"Blue Ribbon Sushi","Japanese",16.44,3.4,"Sat",2,119,"South Manhattan",40,"High","cluster_2"
"Shake Shack","American",13.1,3.2,"Sun",2,219,"Midtown",59,"Very High","cluster_1"
"Vezzo Thin Crust Pizza","Italian",12.13,3.2,"Sun",1,5,"Upper Manhattan",42,"Low","cluster_2"
"Sushi of Gari Tribeca","Japanese",12.13,3.4,"Thu",5,24,"South Manhattan",48,"Mid","cluster_0"
"The Meatball Shop","Italian",15.57,3.5,"Sun",1,132,"South Manhattan",44,"Very High","cluster_2"
"Tamarind TriBeCa","Indian",14.02,3.2,"Fri",2,27,"Upper Manhattan",45,"Mid","cluster_2"
"Yama Japanese Restaurant","Japanese",24.25,3.3,"Fri",1,18,"Midtown",53,"Low","cluster_3"
"The Odeon","American",6.69,3.3,"Sat",1,3,"South Manhattan",50,"Low","cluster_2"
"The Meatball Shop","Italian",24.3,3.8,"Sat",5,132,"South Manhattan",44,"Very High","cluster_3"
"Shake Shack","American",24.25,4.1,"Thu",3,219,"East Side",53,"Very High","cluster_3"
"Cafe Mogador","Middle Eastern",19.45,4.3,"Wed",1,18,"West Side",52,"Low","cluster_3"
"Yama Japanese Restaurant","Japanese",9.65,3.2,"Sat",2,18,"South Manhattan",40,"Low","cluster_2"
"Shake Shack","American",12.66,3.2,"Sun",1,219,"South Manhattan",40,"Very High","cluster_2"
"Hunan Manor","Chinese",5.72,4,"Wed",1,1,"East Side",57,"Low","cluster_1"
"Sushi of Gari Tribeca","Japanese",19.02,3.5,"Sun",1,24,"West Side",56,"Mid","cluster_1"
"Ravagh Persian Grill","Middle Eastern",16.06,3.8,"Sat",1,3,"South Manhattan",49,"Low","cluster_2"
"Hatsuhana","Japanese",29.15,4,"Sat",5,6,"South Manhattan",61,"Low","cluster_3"
"Blue Ribbon Fried Chicken","American",12.13,3.2,"Sun",5,96,"West Side",54,"High","cluster_0"
"Shake Shack","American",19.45,3.4,"Mon",1,219,"East Side",53,"Very High","cluster_1"
"Parm","Italian",21.83,3.7,"Mon",1,68,"East Side",55,"High","cluster_3"
"Sushi of Gari Tribeca","Japanese",21.83,3.8,"Thu",7,24,"Upper Manhattan",64,"Mid","cluster_0"
"5 Napkin Burger","American",29.05,3.8,"Sat",2,5,"Upper Manhattan",47,"Low","cluster_3"
"The Meatball Shop","Italian",12.56,4,"Thu",1,132,"South Manhattan",63,"Very High","cluster_1"
"Sushi of Gari 46","Japanese",29.15,4.5,"Tue",2,37,"South Manhattan",64,"Mid","cluster_3"
"Sushi of Gari","Japanese",12.13,2.8,"Mon",4,16,"Upper Manhattan",55,"Low","cluster_1"
"RedFarm Hudson","Chinese",12.23,3.6,"Tue",3,55,"Upper Manhattan",45,"Mid","cluster_2"
"The Meatball Shop","American",14.55,3.3,"Sun",2,132,"West Side",51,"Very High","cluster_2"
"Han Dynasty","Chinese",34.19,4.4,"Tue",4,46,"Upper Manhattan",52,"Mid","cluster_3"
"Five Guys Burgers and Fries","American",19.45,3.5,"Sun",1,29,"South Manhattan",45,"Mid","cluster_2"
